BacDive_ID,Name,Oxygen,Gram,Tolerance
24216,Verrucosispora andamanensis,aerobe,Positive,Aerobes
8030,Verrucosispora lutea,aerobe,Positive,Aerobes
8033,Verrucosispora qiuiae,aerobe,Positive,Aerobes
8031,Verrucosispora sediminis,aerobe,Positive,Aerobes
132025,Verrucosispora sonchi,aerobe,Positive,Aerobes
22931,Virgibacillus alimentarius,aerobe,Positive,Aerobes
1482,Virgibacillus carmonensis,aerobe,Positive,Aerobes
134251,Virgibacillus chiguensis,aerobe,Positive,Aerobes
23745,Virgibacillus halotolerans,aerobe,Positive,Aerobes
133313,Virgibacillus jeotgali,aerobe,Positive,Aerobes
1481,Virgibacillus necropolis,aerobe,Positive,Aerobes
1485,Virgibacillus olivae,aerobe,Positive,Aerobes
1490,Virgibacillus salinus,aerobe,Positive,Aerobes
1493,Virgibacillus subterraneus,aerobe,Positive,Aerobes
569,Viridibacillus neidei,aerobe,Positive,Aerobes
17375,Williamsia deligens,aerobe,Positive,Aerobes
17379,Williamsia faeni,aerobe,Positive,Aerobes
132663,Williamsia herbipolensis,aerobe,Positive,Aerobes
17374,Williamsia maris,aerobe,Positive,Aerobes
17378,Williamsia serinedens,aerobe,Positive,Aerobes
133111,Williamsia spongiae,aerobe,Positive,Aerobes
24667,Williamsia sterculiae,aerobe,Positive,Aerobes
23126,Xiangella phaseoli,aerobe,Positive,Aerobes
12609,Xylanibacterium ulmi,aerobe,Positive,Aerobes
7787,Yaniella halotolerans,aerobe,Positive,Aerobes
3931,Yimella lutea,aerobe,Positive,Aerobes
132634,Yimella radicis,aerobe,Positive,Aerobes
13516,Yuhushiella deserti,aerobe,Positive,Aerobes
7785,Zhihengliuella alba,aerobe,Positive,Aerobes
7784,Zhihengliuella halotolerans,aerobe,Positive,Aerobes
7477,Zimmermannella alba,aerobe,Positive,Aerobes
7478,Zimmermannella bifida,aerobe,Positive,Aerobes
7476,Zimmermannella faecalis,aerobe,Positive,Aerobes
133505,Alicyclobacillus aeris,aerobe,Variable,Aerobes
1225,Bacillus aquimaris,aerobe,Variable,Aerobes
1241,Bacillus hemicellulosilyticus,aerobe,Variable,Aerobes
1226,Bacillus hwajinpoensis,aerobe,Variable,Aerobes
1228,Bacillus litoralis,aerobe,Variable,Aerobes
1222,Bacillus mannanilyticus,aerobe,Variable,Aerobes
1257,Bacillus shackletonii,aerobe,Variable,Aerobes
1218,Fictibacillus gelatini,aerobe,Variable,Aerobes
133550,Haloterrigena daqingensis,aerobe,Variable,Aerobes
1513,Jeotgalibacillus salarius,aerobe,Variable,Aerobes
7332,Klugiella xanthotipulae,aerobe,Variable,Aerobes
1359,Lentibacillus salicampi,aerobe,Variable,Aerobes
1542,Lysinibacillus macroides,aerobe,Variable,Aerobes
10626,Millisia brevis,aerobe,Variable,Aerobes
24068,Natronococcus roseus,aerobe,Variable,Aerobes
11114,Nocardioides lentus,aerobe,Variable,Aerobes
11634,Paenibacillus castaneae,aerobe,Variable,Aerobes
11608,Paenibacillus hodogayensis,aerobe,Variable,Aerobes
11563,Paenibacillus lactis,aerobe,Variable,Aerobes
140459,Paenibacillus lacus,aerobe,Variable,Aerobes
11649,Paenibacillus prosopidis,aerobe,Variable,Aerobes
11651,Paenibacillus residui,aerobe,Variable,Aerobes
133620,Paenibacillus rigui,aerobe,Variable,Aerobes
18043,Thermaerobacter litoralis,aerobe,Variable,Aerobes
1491,Virgibacillus byunsanensis,aerobe,Variable,Aerobes
571,Viridibacillus arenosi,aerobe,Variable,Aerobes
,Acetobacter pomorum,aerobe,NI,Aerobes
,Actibacterium mucosum,aerobe,NI,Aerobes
,Actinoallomurus amamiensis,aerobe,NI,Aerobes
,Actinoallomurus caesius,aerobe,NI,Aerobes
,Actinoallomurus coprocola,aerobe,NI,Aerobes
,Actinoallomurus iriomotensis,aerobe,NI,Aerobes
,Actinoallomurus luridus,aerobe,NI,Aerobes
,Actinoallomurus purpureus,aerobe,NI,Aerobes
,Actinoallomurus radicium,aerobe,NI,Aerobes
,Actinoallomurus yoronensis,aerobe,NI,Aerobes
,Actinoplanes missouriensis,aerobe,NI,Aerobes
,Aeromonas hydrophila subsp. ranae,aerobe,NI,Aerobes
,Aestuariibacter litoralis,aerobe,NI,Aerobes
,Amphibacillus tropicus,aerobe,NI,Aerobes
,Arcicella aquatica,aerobe,NI,Aerobes
,Azoarcus buckelii,aerobe,NI,Aerobes
,Azoarcus evansii,aerobe,NI,Aerobes
,Azoarcus toluvorans,aerobe,NI,Aerobes
,Bacillus malacitensis,aerobe,NI,Aerobes
,Bacillus stamsii,aerobe,NI,Aerobes
,Blastopirellula cremea,aerobe,NI,Aerobes
,Burkholderia acidipaludis,aerobe,NI,Aerobes
,Burkholderia heleia,aerobe,NI,Aerobes
,Catellibacterium aquatile,aerobe,NI,Aerobes
,Chryseobacterium antarcticum,aerobe,NI,Aerobes
,Chryseobacterium jeonii,aerobe,NI,Aerobes
,Chthoniobacter flavus,aerobe,NI,Aerobes
,Citreicella thiooxidans,aerobe,NI,Aerobes
,Citrobacter braakii,aerobe,NI,Aerobes
,Citrobacter sedlakii,aerobe,NI,Aerobes
,Comamonas nitrativorans,aerobe,NI,Aerobes
,Conchiformibius kuhniae,aerobe,NI,Aerobes
,Conexibacter arvalis,aerobe,NI,Aerobes
,Dechloromonas agitata,aerobe,NI,Aerobes
,Defluvicoccus vanus,aerobe,NI,Aerobes
,Deinococcus aerius,aerobe,NI,Aerobes
,Demequina salsinemoris,aerobe,NI,Aerobes
,Enterobacter cancerogenus,aerobe,NI,Aerobes
,Erwinia psidii,aerobe,NI,Aerobes
,Erythrobacter luteolus,aerobe,NI,Aerobes
,Erythrobacter odishensis,aerobe,NI,Aerobes
,Faucicola mancuniensis,aerobe,NI,Aerobes
,Fictibacillus macauensis,aerobe,NI,Aerobes
,Flavobacterium eburneum,aerobe,NI,Aerobes
,Flavobacterium inkyongense,aerobe,NI,Aerobes
,Friedmanniella lucida,aerobe,NI,Aerobes
,Friedmanniella luteola,aerobe,NI,Aerobes
,Friedmanniella okinawensis,aerobe,NI,Aerobes
,Friedmanniella sagamiharensis,aerobe,NI,Aerobes
,Glaciecola agarilytica,aerobe,NI,Aerobes
,Glaciecola lipolytica,aerobe,NI,Aerobes
,Gluconacetobacter kombuchae,aerobe,NI,Aerobes
,Glycomyces sambucus,aerobe,NI,Aerobes
,Hahella antarctica,aerobe,NI,Aerobes
,Halomonas campaniensis,aerobe,NI,Aerobes
,Haloprofundus marisrubri,aerobe,NI,Aerobes
,Halosarcina limi,aerobe,NI,Aerobes
,Halosarcina pallida,aerobe,NI,Aerobes
,Herpetosiphon giganteus,aerobe,NI,Aerobes
,Hoeflea phototrophica,aerobe,NI,Aerobes
,Hydrogenivirga okinawensis,aerobe,NI,Aerobes
,Hydrotalea sandarakina,aerobe,NI,Aerobes
,Jeotgalibacillus terrae,aerobe,NI,Aerobes
,Kineococcus marinus,aerobe,NI,Aerobes
,Kitasatospora recifensis,aerobe,NI,Aerobes
,Krokinobacter diaphorus,aerobe,NI,Aerobes
,Krokinobacter eikastus,aerobe,NI,Aerobes
,Krokinobacter genikus,aerobe,NI,Aerobes
,Lentibacter algarum,aerobe,NI,Aerobes
,Limnohabitans australis,aerobe,NI,Aerobes
,Limnohabitans curvus,aerobe,NI,Aerobes
,Luteibacter yeojuensis,aerobe,NI,Aerobes
,Mariniblastus fucicola,aerobe,NI,Aerobes
,Marinivirga aestuarii,aerobe,NI,Aerobes
,Marinomonas balearica,aerobe,NI,Aerobes
,Marinomonas basaltis,aerobe,NI,Aerobes
,Marinomonas pollencensis,aerobe,NI,Aerobes
,Mechercharimyces asporophorigenens,aerobe,NI,Aerobes
,Meganema perideroedes,aerobe,NI,Aerobes
,Methylobacterium podarium,aerobe,NI,Aerobes
,Methylosarcina fibrata,aerobe,NI,Aerobes
,Methylosarcina quisquiliarum,aerobe,NI,Aerobes
,Microvirgula aerodenitrificans,aerobe,NI,Aerobes
,Mycobacterium arupense,aerobe,NI,Aerobes
,Mycobacterium parakoreense,aerobe,NI,Aerobes
,Mycobacterium stomatepiae,aerobe,NI,Aerobes
,Mycobacterium yongonense,aerobe,NI,Aerobes
,Mycoplasma leachii,aerobe,NI,Aerobes
,Mycoplasma microti,aerobe,NI,Aerobes
,Mycoplasma mucosicanis,aerobe,NI,Aerobes
,Mycoplasma sturni,aerobe,NI,Aerobes
,Noviherbaspirillum massiliense,aerobe,NI,Aerobes
,Ornithinimicrobium kibberense,aerobe,NI,Aerobes
,Parafilmonas rhizosphaerae,aerobe,NI,Aerobes
,Pelagicoccus croceus,aerobe,NI,Aerobes
,Phyllobacterium trifolii,aerobe,NI,Aerobes
,Planifilum yunnanense,aerobe,NI,Aerobes
,Polynucleobacter acidiphobus,aerobe,NI,Aerobes
,Polynucleobacter cosmopolitanus,aerobe,NI,Aerobes
,Polynucleobacter difficilis,aerobe,NI,Aerobes
,Polynucleobacter rarus,aerobe,NI,Aerobes
,Polynucleobacter wuianus,aerobe,NI,Aerobes
,Pontibacter odishensis,aerobe,NI,Aerobes
,Pseudidiomarina aestuarii,aerobe,NI,Aerobes
,Pseudidiomarina donghaiensis,aerobe,NI,Aerobes
,Pseudidiomarina marina,aerobe,NI,Aerobes
,Pseudidiomarina maritima,aerobe,NI,Aerobes
,Pseudidiomarina tainanensis,aerobe,NI,Aerobes
,Pseudochrobactrum glaciei,aerobe,NI,Aerobes
,Rhizobium oryzae,aerobe,NI,Aerobes
,Rhodococcus yunnanensis,aerobe,NI,Aerobes
,Roseibacillus ishigakijimensis,aerobe,NI,Aerobes
,Roseomonas sp.,aerobe,NI,Aerobes
,Saccharopolyspora aidingensis,aerobe,NI,Aerobes
,Sandarakinotalea sediminis,aerobe,NI,Aerobes
,Sedimenticola selenatireducens,aerobe,NI,Aerobes
,Sejongia marina,aerobe,NI,Aerobes
,Singulisphaera rosea,aerobe,NI,Aerobes
,Soortia roseihalophila,aerobe,NI,Aerobes
,Sphaerisporangium rubeum,aerobe,NI,Aerobes
,Sphingomonas canadensis,aerobe,NI,Aerobes
,Sphingomonas lutea,aerobe,NI,Aerobes
,Sphingopyxis ummariensis,aerobe,NI,Aerobes
,Stenothermobacter spongiae,aerobe,NI,Aerobes
,Sterolibacterium denitrificans,aerobe,NI,Aerobes
,Streptococcus ictaluri,aerobe,NI,Aerobes
,Streptomyces abyssalis,aerobe,NI,Aerobes
,Streptomyces fuscichromogenes,aerobe,NI,Aerobes
,Streptomyces glycovorans,aerobe,NI,Aerobes
,Streptomyces krungchingensis,aerobe,NI,Aerobes
,Streptomyces sp.,aerobe,NI,Aerobes
,Streptomyces tacrolimicus,aerobe,NI,Aerobes
,Streptomyces xishensis,aerobe,NI,Aerobes
,Streptosporangium roseum,aerobe,NI,Aerobes
,Sulfodiicoccus acidiphilus,aerobe,NI,Aerobes
,Thalassomonas loyana,aerobe,NI,Aerobes
,Thauera aminoaromatica,aerobe,NI,Aerobes
,Thauera aromatica,aerobe,NI,Aerobes
,Thauera chlorobenzoica,aerobe,NI,Aerobes
,Thauera phenylacetica,aerobe,NI,Aerobes
,Thauera terpenica,aerobe,NI,Aerobes
,Thioalkalibacter halophilus,aerobe,NI,Aerobes
,Trichococcus patagoniensis,aerobe,NI,Aerobes
,Tropicimonas arenosa,aerobe,NI,Aerobes
,Truepera radiovictrix,aerobe,NI,Aerobes
,Tsukamurella spongiae,aerobe,NI,Aerobes
,Ureaplasma felinum,aerobe,NI,Aerobes
,Vespertiliibacter pulmonis,aerobe,NI,Aerobes
,Vitellibacter aestuarii,aerobe,NI,Aerobes
,Vitiosangium cumulatum,aerobe,NI,Aerobes
,Vitiosangium subalbum,aerobe,NI,Aerobes
,Zavarzinella formosa,aerobe,NI,Aerobes
,Zhangella mobilis,aerobe,NI,Aerobes
17779,Acetomicrobium hydrogeniformans,"anaerobe, anaerobe",Negative,Anaerobes
17777,Acetomicrobium mobile,"anaerobe, anaerobe",Negative,Anaerobes
99,Acidaminococcus intestini,"anaerobe, obligate anaerobe",Negative,Anaerobes
130138,Acidithiobacillus ferridurans,facultative anaerobe,Negative,Anaerobes
2904,Acidovorax soli,anaerobe,Negative,Anaerobes
23547,Aeromonas australiensis,facultative anaerobe,Negative,Anaerobes
283,Aeromonas fluvialis,facultative anaerobe,Negative,Anaerobes
285,Aeromonas taiwanensis,facultative anaerobe,Negative,Anaerobes
6086,Aidingimonas halophila,facultative anaerobe,Negative,Anaerobes
132956,Akkermansia glycaniphila,anaerobe,Negative,Anaerobes
134159,Alcaligenes aquatilis,anaerobe,Negative,Anaerobes
5480,Algibacter lectus,facultative anaerobe,Negative,Anaerobes
133329,Algoriphagus iocasae,anaerobe,Negative,Anaerobes
140525,Algoriphagus marinus,facultative anaerobe,Negative,Anaerobes
133121,Algoriphagus resistens,facultative anaerobe,Negative,Anaerobes
498,Aliagarivorans marinus,anaerobe,Negative,Anaerobes
499,Aliagarivorans taiwanensis,anaerobe,Negative,Anaerobes
24787,Aliifodinibius roseus,facultative anaerobe,Negative,Anaerobes
17254,Aliivibrio finisterrensis,facultative anaerobe,Negative,Anaerobes
440,Alishewanella fetalis,facultative anaerobe,Negative,Anaerobes
442,Alishewanella jeotgali,facultative anaerobe,Negative,Anaerobes
14033,Alistipes indistinctus,"anaerobe, anaerobe",Negative,Anaerobes
14031,Alistipes onderdonkii,"anaerobe, anaerobe",Negative,Anaerobes
14032,Alistipes shahii,"anaerobe, anaerobe",Negative,Anaerobes
5453,Alkalibaculum bacchi,"anaerobe, anaerobe",Negative,Anaerobes
17805,Alkaliflexus imshenetskii,"microaerotolerant, anaerobe",Negative,Anaerobes
4267,Alkalilimnicola ehrlichii,facultative anaerobe,Negative,Anaerobes
133913,Alkalispirochaeta sphaeroplastigenens,anaerobe,Negative,Anaerobes
2437,Allochromatium phaeobacterium,"anaerobe, anaerobe",Negative,Anaerobes
2438,Allochromatium renukae,"obligate anaerobe, anaerobe",Negative,Anaerobes
132684,Allofrancisella guangzhouensis,anaerobe,Negative,Anaerobes
23199,Alloprevotella rava,"anaerobe, anaerobe",Negative,Anaerobes
134088,Alteromonas litorea,anaerobe,Negative,Anaerobes
23153,Amantichitinum ursilacus,facultative anaerobe,Negative,Anaerobes
17782,Aminiphilus circumscriptus,"anaerobe, anaerobe",Negative,Anaerobes
24744,Aminivibrio pyruvatiphilus,"anaerobe, anaerobe",Negative,Anaerobes
134369,Amphritea balenae,facultative anaerobe,Negative,Anaerobes
134368,Amphritea japonica,facultative anaerobe,Negative,Anaerobes
17964,Anaerobranca californiensis,"anaerobe, anaerobe",Negative,Anaerobes
17965,Anaerobranca zavarzinii,"anaerobe, anaerobe",Negative,Anaerobes
502,Anaerolinea thermolimosa,"anaerobe, anaerobe",Negative,Anaerobes
501,Anaerolinea thermophila,"anaerobe, anaerobe",Negative,Anaerobes
132639,Anaerosporomusa subterranea,anaerobe,Negative,Anaerobes
133003,Ancylomarina subtilis,facultative anaerobe,Negative,Anaerobes
6140,Annwoodia aquaesulis,anaerobe,Negative,Anaerobes
17928,Aquabacterium limnoticum,facultative anaerobe,Negative,Anaerobes
140593,Aquimarina rubra,facultative anaerobe,Negative,Anaerobes
10512,Aquitalea denitrificans,facultative anaerobe,Negative,Anaerobes
10511,Aquitalea magnusonii,facultative anaerobe,Negative,Anaerobes
23819,Arcobacter anaerophilus,"anaerobe, anaerobe",Negative,Anaerobes
534,Aureimonas frigidaquae,facultative anaerobe,Negative,Anaerobes
533,Aureimonas ureilytica,anaerobe,Negative,Anaerobes
133926,Azospirillum humicireducens,facultative anaerobe,Negative,Anaerobes
137718,Azospirillum lipoferum,facultative anaerobe,Negative,Anaerobes
134169,Azospirillum melinis,facultative anaerobe,Negative,Anaerobes
1215,Bacillus vireti,facultative anaerobe,Negative,Anaerobes
1623,Bacteroides cellulosilyticus,"anaerobe, anaerobe, obligate anaerobe",Negative,Anaerobes
1628,Bacteroides clarus,"anaerobe, anaerobe",Negative,Anaerobes
1608,Bacteroides coprocola,"anaerobe, anaerobe",Negative,Anaerobes
1622,Bacteroides coprophilus,"anaerobe, aerobe",Negative,Anaerobes
1613,Bacteroides coprosuis,"anaerobe, anaerobe",Negative,Anaerobes
1612,Bacteroides dorei,"anaerobe, anaerobe",Negative,Anaerobes
22936,Bacteroides faecichinchillae,"anaerobe, anaerobe",Negative,Anaerobes
1631,Bacteroides faecis,"anaerobe, anaerobe",Negative,Anaerobes
1610,Bacteroides finegoldii,"anaerobe, anaerobe",Negative,Anaerobes
1629,Bacteroides fluxus,"anaerobe, anaerobe",Negative,Anaerobes
1624,Bacteroides graminisolvens,"anaerobe, anaerobe",Negative,Anaerobes
1609,Bacteroides intestinalis,"anaerobe, anaerobe",Negative,Anaerobes
1611,Bacteroides massiliensis,"anaerobe, anaerobe",Negative,Anaerobes
1630,Bacteroides oleiciplenus,"anaerobe, anaerobe",Negative,Anaerobes
1625,Bacteroides paurosaccharolyticus,"anaerobe, anaerobe",Negative,Anaerobes
1607,Bacteroides plebeius,"anaerobe, anaerobe",Negative,Anaerobes
1621,Bacteroides propionicifaciens,anaerobe,Negative,Anaerobes
133840,Bacteroides reticulotermitis,anaerobe,Negative,Anaerobes
131249,Bacteroides stercorirosoris,"anaerobe, anaerobe",Negative,Anaerobes
1626,Bacteroides xylanisolvens,"anaerobe, anaerobe, obligate anaerobe",Negative,Anaerobes
133009,Balneicella halophila,anaerobe,Negative,Anaerobes
12519,Barnesiella intestinihominis,"anaerobe, anaerobe",Negative,Anaerobes
12518,Barnesiella viscericola,"anaerobe, anaerobe",Negative,Anaerobes
1640,Bartonella coopersplainsensis,"microaerophile, facultative anaerobe",Negative,Anaerobes
11757,Basfia succiniciproducens,"aerobe, facultative anaerobe",Negative,Anaerobes
382,Bordetella petrii,"aerobe, anaerobe",Negative,Anaerobes
22967,Brassicibacter mesophilus,"anaerobe, anaerobe",Negative,Anaerobes
22995,Brenneria goodwinii,facultative anaerobe,Negative,Anaerobes
2320,Brevundimonas naejangsanensis,anaerobe,Negative,Anaerobes
22996,Budvicia diplopodorum,facultative anaerobe,Negative,Anaerobes
12522,Butyricimonas synergistica,"anaerobe, anaerobe",Negative,Anaerobes
12523,Butyricimonas virosa,"anaerobe, anaerobe",Negative,Anaerobes
133975,Caballeronia humi,anaerobe,Negative,Anaerobes
133976,Caballeronia telluris,anaerobe,Negative,Anaerobes
133974,Caballeronia terrestris,anaerobe,Negative,Anaerobes
134240,Caenispirillum bisanense,anaerobe,Negative,Anaerobes
16851,Caldanaerobius fijiensis,"anaerobe, anaerobe",Negative,Anaerobes
16902,Caldanaerovirga acetigignens,"anaerobe, anaerobe",Negative,Anaerobes
24651,Calderihabitans maritimus,"anaerobe, anaerobe",Negative,Anaerobes
18026,Caldicellulosiruptor kristjanssonii,anaerobe,Negative,Anaerobes
18024,Caldicellulosiruptor lactoaceticus,anaerobe,Negative,Anaerobes
16896,Caldimicrobium rimae,"anaerobe, anaerobe",Negative,Anaerobes
17798,Caldisericum exile,"anaerobe, anaerobe",Negative,Anaerobes
3846,Calditerrivibrio nitroreducens,"anaerobe, anaerobe",Negative,Anaerobes
2524,Caloramator mitchellensis,"anaerobe, anaerobe",Negative,Anaerobes
140271,Calorithrix insularis,"anaerobe, aerotolerant",Negative,Anaerobes
10428,Caminibacter mediatlanticus,"anaerobe, anaerobe",Negative,Anaerobes
10427,Caminibacter profundus,"anaerobe, anaerobe",Negative,Anaerobes
140238,Campylobacter geochelonis,"microaerophile, anaerobe",Negative,Anaerobes
2138,Campylobacter hominis,anaerobe,Negative,Anaerobes
2137,Campylobacter hyointestinalis subsp. hyointestinalis,anaerobe,Negative,Anaerobes
2136,Campylobacter showae,anaerobe,Negative,Anaerobes
390,Candidimonas bauzanensis,facultative anaerobe,Negative,Anaerobes
5495,Capnocytophaga leadbetteri,"microaerophile, anaerobe",Negative,Anaerobes
349,Castellaniella caeni,facultative anaerobe,Negative,Anaerobes
351,Castellaniella daejeonensis,facultative anaerobe,Negative,Anaerobes
348,Castellaniella denitrificans,"anaerobe, facultative anaerobe",Negative,Anaerobes
22904,Castellaniella hirudinis,anaerobe,Negative,Anaerobes
23239,Celeribacter baekdonensis,anaerobe,Negative,Anaerobes
13855,Celeribacter neptunius,facultative anaerobe,Negative,Anaerobes
17835,Celerinatantimonas diazotrophica,facultative anaerobe,Negative,Anaerobes
24746,Celerinatantimonas yamalensis,facultative anaerobe,Negative,Anaerobes
133558,Cellulosilyticum ruminicola,anaerobe,Negative,Anaerobes
13656,Cereibacter changlensis,"anaerobe, facultative anaerobe, facultative anaerobe",Negative,Anaerobes
10523,Chitinilyticum aquatile,facultative anaerobe,Negative,Anaerobes
10524,Chitinilyticum litopenaei,facultative anaerobe,Negative,Anaerobes
23450,Chitinivorax tropicus,facultative anaerobe,Negative,Anaerobes
133098,Chloroflexus islandicus,"aerobe, anaerobe",Negative,Anaerobes
24747,Christensenella minuta,"anaerobe, anaerobe",Negative,Anaerobes
133287,Chromobacterium alkanivorans,facultative anaerobe,Negative,Anaerobes
133161,Chromobacterium rhizoryzae,facultative anaerobe,Negative,Anaerobes
133828,Chryseobacterium taihuense,facultative anaerobe,Negative,Anaerobes
133475,Chryseobacterium taklimakanense,facultative anaerobe,Negative,Anaerobes
133060,Citrobacter europaeus,facultative anaerobe,Negative,Anaerobes
17783,Cloacibacillus evryensis,"anaerobe, anaerobe",Negative,Anaerobes
23440,Cloacibacillus porcorum,"anaerobe, anaerobe",Negative,Anaerobes
5504,Cloacibacterium normanense,facultative anaerobe,Negative,Anaerobes
2846,Clostridium aestuarii,"anaerobe, anaerobe",Negative,Anaerobes
2854,Clostridium caenicola,"anaerobe, anaerobe",Negative,Anaerobes
2568,Clostridium cellulovorans,"anaerobe, obligate anaerobe",Negative,Anaerobes
2836,Clostridium drakei,"anaerobe, obligate anaerobe",Negative,Anaerobes
2842,Clostridium ganghwense,"anaerobe, anaerobe",Negative,Anaerobes
2841,Clostridium phytofermentans,"anaerobe, obligate anaerobe",Negative,Anaerobes
2848,Clostridium sufflavum,"anaerobe, anaerobe",Negative,Anaerobes
133286,Coetzeea brasiliensis,facultative anaerobe,Negative,Anaerobes
17664,Cohaesibacter gelatinilyticus,facultative anaerobe,Negative,Anaerobes
134000,Cohaesibacter haloalkalitolerans,facultative anaerobe,Negative,Anaerobes
133627,Cohaesibacter marisflavi,facultative anaerobe,Negative,Anaerobes
2877,Colwellia aestuarii,anaerobe,Negative,Anaerobes
133568,Colwellia asteriadis,facultative anaerobe,Negative,Anaerobes
2879,Colwellia chukchiensis,facultative anaerobe,Negative,Anaerobes
133405,Colwellia marinimaniae,anaerobe,Negative,Anaerobes
133697,Colwellia piezophila,facultative anaerobe,Negative,Anaerobes
132144,Comamonas guangdongensis,facultative anaerobe,Negative,Anaerobes
24338,Coprobacter fastidiosus,"anaerobe, anaerobe",Negative,Anaerobes
133871,Corallomonas stylophorae,facultative anaerobe,Negative,Anaerobes
5239,Cronobacter dublinensis subsp. dublinensis,facultative anaerobe,Negative,Anaerobes
5237,Cronobacter malonaticus,facultative anaerobe,Negative,Anaerobes
5238,Cronobacter turicensis,facultative anaerobe,Negative,Anaerobes
13895,Dechloromonas denitrificans,facultative anaerobe,Negative,Anaerobes
10515,Deefgea rivuli,facultative anaerobe,Negative,Anaerobes
3845,Deferribacter autotrophicus,"anaerobe, anaerobe",Negative,Anaerobes
3841,Deferribacter desulfuricans,"anaerobe, obligate anaerobe",Negative,Anaerobes
18151,Deferrisoma camini,"anaerobe, anaerobe",Negative,Anaerobes
17074,Defluviitoga tunisiensis,"anaerobe, anaerobe",Negative,Anaerobes
133898,Dehalogenimonas alkenigignens,anaerobe,Negative,Anaerobes
140462,Dehalogenimonas formicexedens,anaerobe,Negative,Anaerobes
133531,Dehalogenimonas lykanthroporepellens,anaerobe,Negative,Anaerobes
3946,Desulfatibacillum aliphaticivorans,anaerobe,Negative,Anaerobes
3947,Desulfatibacillum alkenivorans,anaerobe,Negative,Anaerobes
3948,Desulfatiferula olefinivorans,"anaerobe, anaerobe",Negative,Anaerobes
3996,Desulfatirhabdium butyrativorans,"anaerobe, anaerobe",Negative,Anaerobes
22990,Desulfatitalea tepidiphila,"anaerobe, anaerobe",Negative,Anaerobes
11765,Desulfitobacterium hafniense,"anaerobe, obligate anaerobe",Negative,Anaerobes
3963,Desulfobacter vibrioformis,anaerobe,Negative,Anaerobes
4178,Desulfobaculum xiamenense,"anaerobe, anaerobe",Negative,Anaerobes
130283,Desulfobulbus alkaliphilus,"anaerobe, anaerobe",Negative,Anaerobes
4015,Desulfobulbus japonicus,"anaerobe, anaerobe",Negative,Anaerobes
133072,Desulfobulbus oligotrophicus,obligate anaerobe,Negative,Anaerobes
22991,Desulfoconvexum algidum,"anaerobe, anaerobe",Negative,Anaerobes
23898,Desulfocurvus thunnarius,"anaerobe, anaerobe",Negative,Anaerobes
4069,Desulfocurvus vexinensis,"anaerobe, anaerobe",Negative,Anaerobes
3984,Desulfofaba gelida,"anaerobe, obligate anaerobe",Negative,Anaerobes
3987,Desulfofrigus fragile,"anaerobe, obligate anaerobe",Negative,Anaerobes
3988,Desulfofrigus oceanense,"anaerobe, obligate anaerobe",Negative,Anaerobes
4043,Desulfohalobium retbaense,"anaerobe, obligate anaerobe",Negative,Anaerobes
3998,Desulfoluna butyratoxydans,"anaerobe, anaerobe",Negative,Anaerobes
3997,Desulfoluna spongiiphila,"anaerobe, anaerobe",Negative,Anaerobes
130281,Desulfonatronobacter acidivorans,"anaerobe, anaerobe",Negative,Anaerobes
133075,Desulfonatronospira sulfatiphila,obligate anaerobe,Negative,Anaerobes
4034,Desulfonatronovibrio hydrogenovorans,"anaerobe, anaerobe",Negative,Anaerobes
4065,Desulfonatronum cooperativum,anaerobe,Negative,Anaerobes
4064,Desulfonatronum thiodismutans,"anaerobe, anaerobe",Negative,Anaerobes
4031,Desulfopila aestuarii,"anaerobe, anaerobe",Negative,Anaerobes
4032,Desulfopila inferna,anaerobe,Negative,Anaerobes
4001,Desulfosalsimonas propionicica,"anaerobe, anaerobe",Negative,Anaerobes
16679,Desulfosoma caldarium,"anaerobe, anaerobe",Negative,Anaerobes
23183,Desulfosporosinus burensis,"anaerobe, anaerobe",Negative,Anaerobes
11780,Desulfosporosinus hippei,anaerobe,Negative,Anaerobes
4029,Desulfotalea arctica,"anaerobe, obligate anaerobe",Negative,Anaerobes
4030,Desulfotalea psychrophila,"anaerobe, obligate anaerobe",Negative,Anaerobes
3953,Desulfotignum toluenicum,"anaerobe, anaerobe",Negative,Anaerobes
23185,Desulfotomaculum defluvii,"anaerobe, anaerobe",Negative,Anaerobes
11832,Desulfotomaculum hydrothermale,"anaerobe, anaerobe",Negative,Anaerobes
24301,Desulfotomaculum intricatum,anaerobe,Negative,Anaerobes
4150,Desulfovibrio alaskensis,"anaerobe, anaerobe",Negative,Anaerobes
4155,Desulfovibrio arcticus,anaerobe,Negative,Anaerobes
4147,Desulfovibrio bastinii,"anaerobe, anaerobe",Negative,Anaerobes
4170,Desulfovibrio butyratiphilus,"anaerobe, anaerobe",Negative,Anaerobes
4154,Desulfovibrio carbinoliphilus,anaerobe,Negative,Anaerobes
4158,Desulfovibrio ferrireducens,"anaerobe, anaerobe",Negative,Anaerobes
4157,Desulfovibrio frigidus,"anaerobe, anaerobe",Negative,Anaerobes
4149,Desulfovibrio gracilis,"anaerobe, anaerobe",Negative,Anaerobes
4168,Desulfovibrio idahonensis,anaerobe,Negative,Anaerobes
4160,Desulfovibrio marinus,"anaerobe, anaerobe",Negative,Anaerobes
4165,Desulfovibrio marrakechensis,"anaerobe, anaerobe",Negative,Anaerobes
4151,Desulfovibrio paquesii,"anaerobe, anaerobe, aerobe",Negative,Anaerobes
