BacDive_ID,Name,Oxygen,Gram,Tolerance
133557,Endozoicomonas montiporae,aerobe,Negative,Aerobes
133290,Ensifer alkalisoli,aerobe,Negative,Aerobes
133536,Ensifer garamanticus,aerobe,Negative,Aerobes
133535,Ensifer numidicus,aerobe,Negative,Aerobes
24523,Epibacterium ulvae,aerobe,Negative,Aerobes
133565,Erythrobacter gangjinensis,aerobe,Negative,Aerobes
133796,Erythrobacter jejuensis,aerobe,Negative,Aerobes
5381,Erythrobacter litoralis,aerobe,Negative,Aerobes
133748,Erythrobacter marinus,aerobe,Negative,Aerobes
133552,Erythrobacter nanhaisediminis,aerobe,Negative,Aerobes
133677,Erythrobacter pelagi,aerobe,Negative,Aerobes
5730,Eudoraea adriatica,aerobe,Negative,Aerobes
133394,Euzebyella marina,aerobe,Negative,Aerobes
133614,Euzebyella saccharophila,aerobe,Negative,Aerobes
131261,Extensimonas vulgaris,aerobe,Negative,Aerobes
134177,Fabibacter halotolerans,aerobe,Negative,Aerobes
131264,Fabibacter pacificus,aerobe,Negative,Aerobes
133888,Falsirhodobacter halotolerans,aerobe,Negative,Aerobes
23811,Falsochrobactrum ovis,aerobe,Negative,Aerobes
5754,Fangia hongkongensis,aerobe,Negative,Aerobes
133514,Ferruginibacter alkalilentus,aerobe,Negative,Aerobes
133515,Ferruginibacter lapsinanis,aerobe,Negative,Aerobes
133141,Filimonas aurantiibacter,aerobe,Negative,Aerobes
17763,Filimonas lacunae,aerobe,Negative,Aerobes
134360,Filomicrobium insigne,aerobe,Negative,Aerobes
134211,Flagellimonas eckloniae,aerobe,Negative,Aerobes
24011,Flammeovirga kamogawensis,aerobe,Negative,Aerobes
140292,Flaviaesturariibacter luteus,aerobe,Negative,Aerobes
140553,Flaviramulus aestuariivivens,aerobe,Negative,Aerobes
24017,Flaviramulus ichthyoenteri,aerobe,Negative,Aerobes
17762,Flavisolibacter ginsengisoli,aerobe,Negative,Aerobes
17761,Flavisolibacter ginsengiterrae,aerobe,Negative,Aerobes
140550,Flavitalea antarctica,aerobe,Negative,Aerobes
133799,Flavitalea gansuensis,aerobe,Negative,Aerobes
133734,Flavivirga amylovorans,aerobe,Negative,Aerobes
133735,Flavivirga jejuensis,aerobe,Negative,Aerobes
24021,Flavobacterium aciduliphilum,aerobe,Negative,Aerobes
133512,Flavobacterium algicola,aerobe,Negative,Aerobes
133830,Flavobacterium anatoliense,aerobe,Negative,Aerobes
5570,Flavobacterium anhuiense,aerobe,Negative,Aerobes
5557,Flavobacterium antarcticum,aerobe,Negative,Aerobes
5550,Flavobacterium aquidurense,aerobe,Negative,Aerobes
5585,Flavobacterium araucananum,aerobe,Negative,Aerobes
133125,Flavobacterium arcticum,aerobe,Negative,Aerobes
133522,Flavobacterium caeni,aerobe,Negative,Aerobes
134275,Flavobacterium ceti,aerobe,Negative,Aerobes
5572,Flavobacterium cheniae,aerobe,Negative,Aerobes
5586,Flavobacterium chilense,aerobe,Negative,Aerobes
133489,Flavobacterium chungangense,aerobe,Negative,Aerobes
133366,Flavobacterium cloacae,aerobe,Negative,Aerobes
133726,Flavobacterium compostarboris,aerobe,Negative,Aerobes
133395,Flavobacterium crassostreae,aerobe,Negative,Aerobes
5565,Flavobacterium cucumis,aerobe,Negative,Aerobes
24023,Flavobacterium cutihirudinis,aerobe,Negative,Aerobes
5546,Flavobacterium daejeonense,aerobe,Negative,Aerobes
5587,Flavobacterium dankookense,aerobe,Negative,Aerobes
133629,Flavobacterium dongtanense,aerobe,Negative,Aerobes
133825,Flavobacterium enshiense,aerobe,Negative,Aerobes
5579,Flavobacterium fluvii,aerobe,Negative,Aerobes
24022,Flavobacterium fontis,aerobe,Negative,Aerobes
140517,Flavobacterium fulvum,aerobe,Negative,Aerobes
133319,Flavobacterium gilvum,aerobe,Negative,Aerobes
134059,Flavobacterium ginsengisoli,aerobe,Negative,Aerobes
5547,Flavobacterium granuli,aerobe,Negative,Aerobes
5580,Flavobacterium haoranii,aerobe,Negative,Aerobes
133965,Flavobacterium hauense,aerobe,Negative,Aerobes
5568,Flavobacterium hercynium,aerobe,Negative,Aerobes
133360,Flavobacterium hibisci,aerobe,Negative,Aerobes
133900,Flavobacterium jumunjinense,aerobe,Negative,Aerobes
140560,Flavobacterium keumense,aerobe,Negative,Aerobes
133392,Flavobacterium lacunae,aerobe,Negative,Aerobes
134073,Flavobacterium limnosediminis,aerobe,Negative,Aerobes
5571,Flavobacterium lindanitolerans,aerobe,Negative,Aerobes
133979,Flavobacterium marinum,aerobe,Negative,Aerobes
133632,Flavobacterium myungsuense,aerobe,Negative,Aerobes
133920,Flavobacterium nitratireducens,aerobe,Negative,Aerobes
133902,Flavobacterium noncentrifugens,aerobe,Negative,Aerobes
140564,Flavobacterium olei,aerobe,Negative,Aerobes
5528,Flavobacterium pectinovorum,aerobe,Negative,Aerobes
5529,Flavobacterium psychrophilum,aerobe,Negative,Aerobes
133758,Flavobacterium rakeshii,aerobe,Negative,Aerobes
5577,Flavobacterium reichenbachii,aerobe,Negative,Aerobes
5573,Flavobacterium resistens,aerobe,Negative,Aerobes
5575,Flavobacterium rivuli,aerobe,Negative,Aerobes
5516,Flavobacterium saccharophilum,aerobe,Negative,Aerobes
5558,Flavobacterium saliperosum,aerobe,Negative,Aerobes
5561,Flavobacterium segetis,aerobe,Negative,Aerobes
133555,Flavobacterium sinopsychrotolerans,aerobe,Negative,Aerobes
5559,Flavobacterium soli,aerobe,Negative,Aerobes
140526,Flavobacterium soyangense,aerobe,Negative,Aerobes
133916,Flavobacterium squillarum,aerobe,Negative,Aerobes
5576,Flavobacterium subsaxonicum,aerobe,Negative,Aerobes
5545,Flavobacterium suncheonense,aerobe,Negative,Aerobes
5578,Flavobacterium swingsii,aerobe,Negative,Aerobes
5564,Flavobacterium terrae,aerobe,Negative,Aerobes
5549,Flavobacterium terrigena,aerobe,Negative,Aerobes
133486,Flavobacterium tiangeerense,aerobe,Negative,Aerobes
133842,Flavobacterium tilapiae,aerobe,Negative,Aerobes
133702,Flavobacterium ummariense,aerobe,Negative,Aerobes
133685,Flavobacterium urumqiense,aerobe,Negative,Aerobes
5560,Flavobacterium weaverense,aerobe,Negative,Aerobes
133684,Flavobacterium xueshanense,aerobe,Negative,Aerobes
133972,Flavobacterium yanchengense,aerobe,Negative,Aerobes
133631,Flavobacterium yonginense,aerobe,Negative,Aerobes
133330,Flectobacillus fontis,aerobe,Negative,Aerobes
134175,Flectobacillus lacus,aerobe,Negative,Aerobes
133118,Flectobacillus pallidus,aerobe,Negative,Aerobes
133516,Flectobacillus roseus,aerobe,Negative,Aerobes
134037,Fluviimonas pallidilutea,aerobe,Negative,Aerobes
133644,Fodinibius salinus,aerobe,Negative,Aerobes
17720,Fontibacter flavus,aerobe,Negative,Aerobes
23456,Fontimonas thermophila,aerobe,Negative,Aerobes
5589,Formosa spongicola,aerobe,Negative,Aerobes
134048,Formosa undariae,aerobe,Negative,Aerobes
133320,Formosimonas limnophila,aerobe,Negative,Aerobes
17461,Frateuria terrea,aerobe,Negative,Aerobes
134334,Fulvibacter tottoriensis,aerobe,Negative,Aerobes
528,Fulvimarina pelagi,aerobe,Negative,Aerobes
131259,Fulvitalea axinellae,aerobe,Negative,Aerobes
133772,Fulvivirga imtechensis,aerobe,Negative,Aerobes
134217,Fulvivirga kasyanovii,aerobe,Negative,Aerobes
133673,Gaetbulibacter aestuarii,aerobe,Negative,Aerobes
133829,Gaetbulibacter lutimaris,aerobe,Negative,Aerobes
134308,Gaetbulibacter marinus,aerobe,Negative,Aerobes
24518,Gaetbulicola byunsanensis,aerobe,Negative,Aerobes
133621,Gangjinia marincola,aerobe,Negative,Aerobes
134131,Gelidibacter gilvus,aerobe,Negative,Aerobes
134132,Gelidibacter salicanalis,aerobe,Negative,Aerobes
133579,Gemmobacter aquaticus,aerobe,Negative,Aerobes
133896,Gemmobacter tilapiae,aerobe,Negative,Aerobes
2960,Giesbergeria kuznetsovii,aerobe,Negative,Aerobes
2961,Giesbergeria voronezhensis,aerobe,Negative,Aerobes
134128,Gillisia hiemivivida,aerobe,Negative,Aerobes
134130,Gillisia illustrilutea,aerobe,Negative,Aerobes
5600,Gillisia limnaea,aerobe,Negative,Aerobes
133955,Gillisia marina,aerobe,Negative,Aerobes
134200,Gillisia myxillae,aerobe,Negative,Aerobes
134129,Gillisia sandarakina,aerobe,Negative,Aerobes
17899,Gilvimarinus chinensis,aerobe,Negative,Aerobes
130507,Glaciimonas singularis,aerobe,Negative,Aerobes
134017,Gluconacetobacter aggeris,aerobe,Negative,Aerobes
133744,Gluconacetobacter asukensis,aerobe,Negative,Aerobes
43,Gluconacetobacter azotocaptans,aerobe,Negative,Aerobes
44,Gluconacetobacter johannae,aerobe,Negative,Aerobes
134019,Gluconacetobacter takamatsuzukensis,aerobe,Negative,Aerobes
133743,Gluconacetobacter tumulicola,aerobe,Negative,Aerobes
134018,Gluconacetobacter tumulisoli,aerobe,Negative,Aerobes
133951,Glycocaulis abyssi,aerobe,Negative,Aerobes
134035,Gracilimonas rosea,aerobe,Negative,Aerobes
17764,Gracilimonas tropica,aerobe,Negative,Aerobes
133966,Gramella aestuarii,aerobe,Negative,Aerobes
133548,Gramella marina,aerobe,Negative,Aerobes
5718,Gramella portivictoriae,aerobe,Negative,Aerobes
22898,Granulicella arctica,aerobe,Negative,Aerobes
22900,Granulicella sapmiensis,aerobe,Negative,Aerobes
17666,Granulosicoccus coccoides,aerobe,Negative,Aerobes
10518,Gulbenkiania indica,aerobe,Negative,Aerobes
5851,Hahella ganghwensis,aerobe,Negative,Aerobes
5972,Haladaptatus cibarius,aerobe,Negative,Aerobes
133566,Haladaptatus litoreus,aerobe,Negative,Aerobes
134070,Halarchaeum nitratireducens,aerobe,Negative,Aerobes
24088,Halarchaeum rubridurum,aerobe,Negative,Aerobes
495,Haliea salexigens,aerobe,Negative,Aerobes
23576,Halioglobus japonicus,aerobe,Negative,Aerobes
23577,Halioglobus pacificus,aerobe,Negative,Aerobes
133728,Haloarchaeobius iranensis,aerobe,Negative,Aerobes
133624,Haloarcula salaria,aerobe,Negative,Aerobes
133623,Haloarcula tradensis,aerobe,Negative,Aerobes
133787,Halobaculum magnesiiphilum,aerobe,Negative,Aerobes
133385,Halobaculum roseum,aerobe,Negative,Aerobes
134047,Halobellus inordinatus,aerobe,Negative,Aerobes
133720,Halobellus limi,aerobe,Negative,Aerobes
23056,Halobellus salinus,aerobe,Negative,Aerobes
134189,Halococcus hamelinensis,aerobe,Negative,Aerobes
24080,Haloferax elongans,aerobe,Negative,Aerobes
24077,Haloferax larsenii,aerobe,Negative,Aerobes
24081,Haloferax mucosum,aerobe,Negative,Aerobes
133813,Haloferula chungangensis,aerobe,Negative,Aerobes
134079,Haloferula harenae,aerobe,Negative,Aerobes
134082,Haloferula helveola,aerobe,Negative,Aerobes
134081,Haloferula phyci,aerobe,Negative,Aerobes
134080,Haloferula rosea,aerobe,Negative,Aerobes
134083,Haloferula sargassicola,aerobe,Negative,Aerobes
133594,Halogeometricum limi,aerobe,Negative,Aerobes
134312,Halogeometricum pallidum,aerobe,Negative,Aerobes
133607,Halogeometricum rufum,aerobe,Negative,Aerobes
133561,Halogranum rubrum,aerobe,Negative,Aerobes
24089,Halolamina salifodinae,aerobe,Negative,Aerobes
134012,Halolamina salina,aerobe,Negative,Aerobes
133995,Halomicroarcula pellucida,aerobe,Negative,Aerobes
5875,Halomicrobium katesii,aerobe,Negative,Aerobes
133717,Halomicrobium zhouii,aerobe,Negative,Aerobes
140276,Halomonas alkalicola,aerobe,Negative,Aerobes
6048,Halomonas almeriensis,aerobe,Negative,Aerobes
6056,Halomonas andesensis,aerobe,Negative,Aerobes
6043,Halomonas anticariensis,aerobe,Negative,Aerobes
6058,Halomonas arcis,aerobe,Negative,Aerobes
133780,Halomonas beimenensis,aerobe,Negative,Aerobes
6036,Halomonas boliviensis,aerobe,Negative,Aerobes
6069,Halomonas caseinilytica,aerobe,Negative,Aerobes
6067,Halomonas cerina,aerobe,Negative,Aerobes
134359,Halomonas daqingensis,aerobe,Negative,Aerobes
6049,Halomonas denitrificans,aerobe,Negative,Aerobes
6051,Halomonas gomseomensis,aerobe,Negative,Aerobes
6054,Halomonas gudaonensis,aerobe,Negative,Aerobes
6073,Halomonas hamiltonii,aerobe,Negative,Aerobes
6063,Halomonas ilicicola,aerobe,Negative,Aerobes
6050,Halomonas janggokensis,aerobe,Negative,Aerobes
6074,Halomonas johnsoniae,aerobe,Negative,Aerobes
6047,Halomonas koreensis,aerobe,Negative,Aerobes
6070,Halomonas lutea,aerobe,Negative,Aerobes
6044,Halomonas organivorans,aerobe,Negative,Aerobes
133820,Halomonas ramblicola,aerobe,Negative,Aerobes
6057,Halomonas saccharevitans,aerobe,Negative,Aerobes
134084,Halomonas salifodinae,aerobe,Negative,Aerobes
133160,Halomonas sediminicola,aerobe,Negative,Aerobes
6055,Halomonas shengliensis,aerobe,Negative,Aerobes
6075,Halomonas stevensii,aerobe,Negative,Aerobes
6059,Halomonas subterranea,aerobe,Negative,Aerobes
6076,Halomonas titanicae,aerobe,Negative,Aerobes
6042,Halomonas ventosae,aerobe,Negative,Aerobes
6077,Halomonas vilamensis,aerobe,Negative,Aerobes
133645,Halomonas xianhensis,aerobe,Negative,Aerobes
133533,Halomonas xinjiangensis,aerobe,Negative,Aerobes
6072,Halomonas zhanjiangensis,aerobe,Negative,Aerobes
134028,Halomonas zincidurans,aerobe,Negative,Aerobes
5975,Halonotius pteroides,aerobe,Negative,Aerobes
133906,Halopelagius fulvigenes,aerobe,Negative,Aerobes
133592,Halopelagius inordinatus,aerobe,Negative,Aerobes
134022,Halopelagius longus,aerobe,Negative,Aerobes
133781,Halopenitus persicus,aerobe,Negative,Aerobes
5974,Halopiger aswanensis,aerobe,Negative,Aerobes
24085,Halopiger salifodinae,aerobe,Negative,Aerobes
5876,Haloplanus natans,aerobe,Negative,Aerobes
133591,Haloplanus vescus,aerobe,Negative,Aerobes
5952,Halorubrum aidingense,aerobe,Negative,Aerobes
5953,Halorubrum californiense,aerobe,Negative,Aerobes
5947,Halorubrum ezzemoulense,aerobe,Negative,Aerobes
23052,Halorubrum kocurii,aerobe,Negative,Aerobes
5951,Halorubrum lipolyticum,aerobe,Negative,Aerobes
5958,Halorubrum luteum,aerobe,Negative,Aerobes
140642,Halorubrum pallidum,aerobe,Negative,Aerobes
140565,Halorubrum trueperi,aerobe,Negative,Aerobes
134076,Halosimplex rubrum,aerobe,Negative,Aerobes
5970,Halostagnicola kamekurae,aerobe,Negative,Aerobes
5969,Halostagnicola larsenii,aerobe,Negative,Aerobes
134201,Haloterrigena limicola,aerobe,Negative,Aerobes
134202,Haloterrigena longa,aerobe,Negative,Aerobes
5887,Haloterrigena salina,aerobe,Negative,Aerobes
133710,Halovenus aranensis,aerobe,Negative,Aerobes
134166,Halovivax asiaticus,aerobe,Negative,Aerobes
24180,Hansschlegelia beijingensis,aerobe,Negative,Aerobes
7229,Hansschlegelia zhihuaiae,aerobe,Negative,Aerobes
24519,Hasllibacter halocynthiae,aerobe,Negative,Aerobes
134160,Helicobacter cynogastricus,aerobe,Negative,Aerobes
133996,Heliimonas saccharivorans,aerobe,Negative,Aerobes
6220,Hellea balneolensis,aerobe,Negative,Aerobes
6222,Henriciella litoralis,aerobe,Negative,Aerobes
11369,Herbaspirillum aquaticum,aerobe,Negative,Aerobes
11366,Herbaspirillum chlorophenolicum,aerobe,Negative,Aerobes
11365,Herbaspirillum hiltneri,aerobe,Negative,Aerobes
11303,Herminiimonas arsenicoxydans,aerobe,Negative,Aerobes
24261,Herminiimonas contaminans,aerobe,Negative,Aerobes
11307,Herminiimonas glaciei,aerobe,Negative,Aerobes
11306,Herminiimonas saxobsidens,aerobe,Negative,Aerobes
6133,Herpetosiphon gulosus,aerobe,Negative,Aerobes
6199,Hirschia baltica,aerobe,Negative,Aerobes
133891,Hirschia litorea,aerobe,Negative,Aerobes
6200,Hirschia maritima,aerobe,Negative,Aerobes
11868,Hoeflea alexandrii,aerobe,Negative,Aerobes
133849,Huanghella arctica,aerobe,Negative,Aerobes
23513,Humitalea rosea,aerobe,Negative,Aerobes
133967,Hwangdonia seohaensis,aerobe,Negative,Aerobes
13857,Hwanghaeicola aestuarii,aerobe,Negative,Aerobes
133605,Hydrocarboniphaga daqingensis,aerobe,Negative,Aerobes
17658,Hydrocarboniphaga effusa,aerobe,Negative,Aerobes
512,Hydrogenobacter thermophilus,aerobe,Negative,Aerobes
2965,Hydrogenophaga palleronii,aerobe,Negative,Aerobes
2966,Hydrogenophaga pseudoflava,aerobe,Negative,Aerobes
2968,Hydrogenophaga taeniospiralis,aerobe,Negative,Aerobes
6137,Hydrogenophilus islandicus,aerobe,Negative,Aerobes
133120,Hymenobacter aquaticus,aerobe,Negative,Aerobes
140614,Hymenobacter coalescens,aerobe,Negative,Aerobes
140596,Hymenobacter coccineus,aerobe,Negative,Aerobes
3810,Hymenobacter daecheongensis,aerobe,Negative,Aerobes
133418,Hymenobacter deserti,aerobe,Negative,Aerobes
133822,Hymenobacter ginsengisoli,aerobe,Negative,Aerobes
140598,Hymenobacter glacialis,aerobe,Negative,Aerobes
133140,Hymenobacter glacieicola,aerobe,Negative,Aerobes
140597,Hymenobacter lapidarius,aerobe,Negative,Aerobes
133201,Hymenobacter nivis,aerobe,Negative,Aerobes
3804,Hymenobacter psychrotolerans,aerobe,Negative,Aerobes
133390,Hymenobacter rutilus,aerobe,Negative,Aerobes
133364,Hymenobacter seoulensis,aerobe,Negative,Aerobes
134203,Hymenobacter soli,aerobe,Negative,Aerobes
140561,Hymenobacter tenuis,aerobe,Negative,Aerobes
134255,Hymenobacter xinjiangensis,aerobe,Negative,Aerobes
140468,Hyphobacterium vulgare,aerobe,Negative,Aerobes
133956,Hyphomicrobium nitrativorans,aerobe,Negative,Aerobes
5739,Hyunsoonleella jejuensis,aerobe,Negative,Aerobes
133333,Hyunsoonleella rubra,aerobe,Negative,Aerobes
17955,Ideonella azotifigens,aerobe,Negative,Aerobes
133584,Idiomarina aestuarii,aerobe,Negative,Aerobes
133757,Idiomarina aquimaris,aerobe,Negative,Aerobes
133467,Idiomarina donghaiensis,aerobe,Negative,Aerobes
133925,Idiomarina indica,aerobe,Negative,Aerobes
133427,Idiomarina marina,aerobe,Negative,Aerobes
133466,Idiomarina maritima,aerobe,Negative,Aerobes
6232,Idiomarina ramblicola,aerobe,Negative,Aerobes
6236,Idiomarina salinarum,aerobe,Negative,Aerobes
133426,Idiomarina tainanensis,aerobe,Negative,Aerobes
6235,Idiomarina taiwanensis,aerobe,Negative,Aerobes
133093,Immundisolibacter cernigliae,aerobe,Negative,Aerobes
134040,Imperialibacter roseus,aerobe,Negative,Aerobes
5746,Imtechella halotolerans,aerobe,Negative,Aerobes
133554,Indibacter alkaliphilus,aerobe,Negative,Aerobes
23449,Inhella fonticola,aerobe,Negative,Aerobes
13942,Inquilinus ginsengisoli,aerobe,Negative,Aerobes
133277,Iodidimonas muriae,aerobe,Negative,Aerobes
130823,Iodobacter arcticus,aerobe,Negative,Aerobes
132145,Iodobacter limnosediminis,aerobe,Negative,Aerobes
24489,Jannaschia aquimarina,aerobe,Negative,Aerobes
13666,Jannaschia cystaugens,aerobe,Negative,Aerobes
131163,Jannaschia donghaensis,aerobe,Negative,Aerobes
13667,Jannaschia pohangensis,aerobe,Negative,Aerobes
13664,Jannaschia rubra,aerobe,Negative,Aerobes
13668,Jannaschia seohaensis,aerobe,Negative,Aerobes
132846,Jannaschia seosinensis,aerobe,Negative,Aerobes
5728,Jejuia pallidilutea,aerobe,Negative,Aerobes
5732,Joostella marina,aerobe,Negative,Aerobes
133806,Kaistia defluvii,aerobe,Negative,Aerobes
13564,Kaistia granuli,aerobe,Negative,Aerobes
24471,Kaistia hirudinis,aerobe,Negative,Aerobes
13565,Kaistia soli,aerobe,Negative,Aerobes
13566,Kaistia terrae,aerobe,Negative,Aerobes
24804,Kallotenue papyrolyticum,aerobe,Negative,Aerobes
133675,Kangiella geojedonensis,aerobe,Negative,Aerobes
133576,Kangiella japonica,aerobe,Negative,Aerobes
398,Kangiella spongicola,aerobe,Negative,Aerobes
133556,Kistimonas asteriae,aerobe,Negative,Aerobes
134216,Komagataeibacter hansenii,aerobe,Negative,Aerobes
45,Komagataeibacter kakiaceti,aerobe,Negative,Aerobes
134074,Kordia aquimaris,aerobe,Negative,Aerobes
133812,Kordiimonas aestuarii,aerobe,Negative,Aerobes
133810,Kordiimonas aquimaris,aerobe,Negative,Aerobes
17858,Kordiimonas gwangyangensis,aerobe,Negative,Aerobes
4383,Kosakonia arachidis,aerobe,Negative,Aerobes
5738,Kriegella aquimaris,aerobe,Negative,Aerobes
6084,Kushneria aurantia,aerobe,Negative,Aerobes
6083,Kushneria avicenniae,aerobe,Negative,Aerobes
132885,Kushneria indalinina,aerobe,Negative,Aerobes
6085,Kushneria sinocarnis,aerobe,Negative,Aerobes
13836,Labrenzia alexandrii,aerobe,Negative,Aerobes
13835,Labrenzia marina,aerobe,Negative,Aerobes
17410,Labrys methylaminiphilus,aerobe,Negative,Aerobes
17412,Labrys miyagiensis,aerobe,Negative,Aerobes
134210,Labrys neptuniae,aerobe,Negative,Aerobes
17413,Labrys okinawensis,aerobe,Negative,Aerobes
17411,Labrys portucalensis,aerobe,Negative,Aerobes
134057,Lacibacter daechungensis,aerobe,Negative,Aerobes
133331,Lacibacter nakdongensis,aerobe,Negative,Aerobes
134121,Lacinutrix copepodicola,aerobe,Negative,Aerobes
133839,Lacinutrix himadriensis,aerobe,Negative,Aerobes
133006,Lacinutrix iliipiscaria,aerobe,Negative,Aerobes
134366,Lacinutrix mariniflava,aerobe,Negative,Aerobes
133613,Larkinella bovis,aerobe,Negative,Aerobes
134165,Larkinella insperata,aerobe,Negative,Aerobes
3812,Leadbetterella byssophila,aerobe,Negative,Aerobes
10520,Leeia oryzae,aerobe,Negative,Aerobes
134192,Leeuwenhoekiella blandensis,aerobe,Negative,Aerobes
5603,Leeuwenhoekiella palythoae,aerobe,Negative,Aerobes
13670,Leisingera aquimarina,aerobe,Negative,Aerobes
13734,Leisingera caerulea,aerobe,Negative,Aerobes
133917,Lentisphaera marina,aerobe,Negative,Aerobes
133450,Leptobacterium flavescens,aerobe,Negative,Aerobes
133935,Leptospira alstonii,aerobe,Negative,Aerobes
23076,Leptospira idonii,aerobe,Negative,Aerobes
6807,Leptospira terpstrae,aerobe,Negative,Aerobes
133936,Leptospira vanthielii,aerobe,Negative,Aerobes
6808,Leptospira yanagawae,aerobe,Negative,Aerobes
14049,Lewinella agarilytica,aerobe,Negative,Aerobes
133425,Lewinella antarctica,aerobe,Negative,Aerobes
14046,Lewinella cohaerens,aerobe,Negative,Aerobes
132094,Lewinella lutea,aerobe,Negative,Aerobes
132093,Lewinella marina,aerobe,Negative,Aerobes
24013,Limibacter armeniacum,aerobe,Negative,Aerobes
24534,Limimonas halophila,aerobe,Negative,Aerobes
133611,Limnobacter litoralis,aerobe,Negative,Aerobes
133499,Lishizhenia tianjinensis,aerobe,Negative,Aerobes
23240,Litoreibacter albidus,aerobe,Negative,Aerobes
13858,Litoreibacter arenae,aerobe,Negative,Aerobes
23241,Litoreibacter janthinus,aerobe,Negative,Aerobes
130643,Litoreibacter meonggei,aerobe,Negative,Aerobes
133992,Litoribacter alkaliphilus,aerobe,Negative,Aerobes
133622,Litoribacter ruber,aerobe,Negative,Aerobes
133567,Litoricola marina,aerobe,Negative,Aerobes
23349,Litorilinea aerophila,aerobe,Negative,Aerobes
133877,Litorisediminicola beolgyonensis,aerobe,Negative,Aerobes
133224,Litorisediminivivens gilvus,aerobe,Negative,Aerobes
132051,Loktanella agnita,aerobe,Negative,Aerobes
24491,Loktanella atrilutea,aerobe,Negative,Aerobes
130608,Loktanella cinnabarina,aerobe,Negative,Aerobes
13674,Loktanella fryxellensis,aerobe,Negative,Aerobes
13675,Loktanella hongkongensis,aerobe,Negative,Aerobes
130607,Loktanella litorea,aerobe,Negative,Aerobes
13678,Loktanella pyoseonensis,aerobe,Negative,Aerobes
130606,Loktanella rosea,aerobe,Negative,Aerobes
13672,Loktanella salsilacus,aerobe,Negative,Aerobes
23225,Loktanella tamlensis,aerobe,Negative,Aerobes
13673,Loktanella vestfoldensis,aerobe,Negative,Aerobes
133254,Lunatimonas salinarum,aerobe,Negative,Aerobes
133459,Lutaonella thermophila,aerobe,Negative,Aerobes
17465,Luteibacter anthropi,aerobe,Negative,Aerobes
17463,Luteibacter rhizovicinus,aerobe,Negative,Aerobes
134069,Luteibaculum oceani,aerobe,Negative,Aerobes
17469,Luteimonas aquatica,aerobe,Negative,Aerobes
17467,Luteimonas composti,aerobe,Negative,Aerobes
24674,Luteimonas cucumeris,aerobe,Negative,Aerobes
24675,Luteimonas huabeiensis,aerobe,Negative,Aerobes
17470,Luteimonas marina,aerobe,Negative,Aerobes
17473,Luteimonas terricola,aerobe,Negative,Aerobes
130771,Luteimonas vadosa,aerobe,Negative,Aerobes
140275,Luteitalea pratensis,aerobe,Negative,Aerobes
133874,Luteivirga sdotyamensis,aerobe,Negative,Aerobes
133373,Luteolibacter flavescens,aerobe,Negative,Aerobes
133786,Luteolibacter luojiensis,aerobe,Negative,Aerobes
133924,Luteolibacter yonseiensis,aerobe,Negative,Aerobes
24048,Lutibacter agarilyticus,aerobe,Negative,Aerobes
24047,Lutibacter flavus,aerobe,Negative,Aerobes
134184,Lutibacter litoralis,aerobe,Negative,Aerobes
133362,Lutibacter litorisediminis,aerobe,Negative,Aerobes
5721,Lutibacter maritimus,aerobe,Negative,Aerobes
13878,Lutibaculum baratangense,aerobe,Negative,Aerobes
132172,Lutimonas saemankumensis,aerobe,Negative,Aerobes
134257,Lutimonas vermicola,aerobe,Negative,Aerobes
23756,Lysinibacillus massiliensis,aerobe,Negative,Aerobes
23344,Lysobacter arseniciresistens,aerobe,Negative,Aerobes
17483,Lysobacter concretionis,aerobe,Negative,Aerobes
17484,Lysobacter daejeonensis,aerobe,Negative,Aerobes
17490,Lysobacter defluvii,aerobe,Negative,Aerobes
17486,Lysobacter dokdonensis,aerobe,Negative,Aerobes
132648,Lysobacter firmicutimachus,aerobe,Negative,Aerobes
133401,Lysobacter humi,aerobe,Negative,Aerobes
17491,Lysobacter koreensis,aerobe,Negative,Aerobes
17487,Lysobacter niabensis,aerobe,Negative,Aerobes
17489,Lysobacter niastensis,aerobe,Negative,Aerobes
134029,Lysobacter oligotrophicus,aerobe,Negative,Aerobes
17497,Lysobacter panaciterrae,aerobe,Negative,Aerobes
133227,Lysobacter rhizophilus,aerobe,Negative,Aerobes
17500,Lysobacter ruishenii,aerobe,Negative,Aerobes
140463,Lysobacter solanacearum,aerobe,Negative,Aerobes
17498,Lysobacter soli,aerobe,Negative,Aerobes
17492,Lysobacter spongiicola,aerobe,Negative,Aerobes
17496,Lysobacter ximonensis,aerobe,Negative,Aerobes
17499,Lysobacter xinjiangensis,aerobe,Negative,Aerobes
17485,Lysobacter yangpyeongensis,aerobe,Negative,Aerobes
13854,Mameliella alba,aerobe,Negative,Aerobes
133912,Mangrovimonas yunxiaonensis,aerobe,Negative,Aerobes
133998,Maribacter aestuarii,aerobe,Negative,Aerobes
5614,Maribacter antarcticus,aerobe,Negative,Aerobes
5606,Maribacter aquivivus,aerobe,Negative,Aerobes
5613,Maribacter arcticus,aerobe,Negative,Aerobes
133202,Maribacter arenosus,aerobe,Negative,Aerobes
133821,Maribacter chungangensis,aerobe,Negative,Aerobes
5612,Maribacter forsetii,aerobe,Negative,Aerobes
133148,Maribacter litorisediminis,aerobe,Negative,Aerobes
5605,Maribacter orientalis,aerobe,Negative,Aerobes
5609,Maribacter polysiphoniae,aerobe,Negative,Aerobes
